file,url,publisher,title,date,retrieved_utc,md5,notes
dailycamera_2025-01-14_attendance_boundary_review_strategies.html,https://www.dailycamera.com/2025/01/14/bvsd-school-board-talks-attendance-boundary-review-strategies/,Daily Camera,BVSD school board talks attendance boundary review strategies,2025-01-14,2026-09-04T02:31:50Z,8087b16c007091d1634f2b460096896a,boundary review; may be paywalled; text: dailycamera_2025-01-14_attendance_boundary_review_strategies.txt
dailycamera_2025-12-10_enrollment_declines.html,https://www.dailycamera.com/2025/12/10/boulder-valley-school-district-enrollment-declines/,Daily Camera,Boulder Valley School District this fall has big enrollment drop,2025-12-10,2026-09-04T02:31:46Z,0b2f75467e72a6ea930ea638e10336c6,may be paywalled; text: dailycamera_2025-12-10_enrollment_declines.txt
dailycamera_2026-01-28_declining_enrollment_timeline.html,https://www.dailycamera.com/2026/01/28/boulder-valley-declining-enrollment-timeline/,Daily Camera,Boulder Valley School District grapples with declining enrollment,2026-01-28,2026-09-04T02:31:43Z,4d7a6e515f9d24395c76e13a4103c587,may be paywalled; text: dailycamera_2026-01-28_declining_enrollment_timeline.txt
dailycamera_2026-02-11_enrollment_trends_small_schools.html,https://www.dailycamera.com/2026/02/11/boulder-valley-enrollment-trends-small-schools/,Daily Camera,Boulder Valley gets more small school data from annual enrollment report – Boulder Daily Camera,2026-02-11,2026-09-04T02:31:39Z,4063406a574a66e833dd288ebcdc6855,may be paywalled; text: dailycamera_2026-02-11_enrollment_trends_small_schools.txt
dailycamera_2026-06-10_consolidation_declining_enrollment.html,https://www.dailycamera.com/2026/06/10/boulder-valley-consolidation-declining-enrollment/,Daily Camera,Boulder Valley families support school consolidation – Boulder Daily Camera,2026-06-10,2026-09-04T02:31:36Z,6f23d8506508a577c2e2709cc4edfedb,may be paywalled; text: dailycamera_2026-06-10_consolidation_declining_enrollment.txt
dailycamera_2026-08-24_school_board_school_closures_plan.html,https://www.dailycamera.com/2026/08/24/boulder-valley-school-board-school-closures-plan/,Daily Camera,"Boulder Valley school board to hear school closures, adjustments plan",2026-08-24,2026-09-04T02:31:32Z,05bfbeb0b3c8d86dda018fba66bacbb6,may be paywalled; text: dailycamera_2026-08-24_school_board_school_closures_plan.txt
dailycamera_2026-08-25_boulder_valley_school_district_closures.html,https://www.dailycamera.com/2026/08/25/boulder-valley-school-district-closures/,Daily Camera,Boulder Valley School District proposes closing 4 elementary schools,2026-08-25,2026-09-04T02:31:29Z,cd8254a7c9b249bee24f431904f8e06c,may be paywalled; text: dailycamera_2026-08-25_boulder_valley_school_district_closures.txt
denver7_2026-08_bvsd_proposes_six_school_closures.html,https://www.denver7.com/news/local-news/in-your-community/boulder-county/boulder-valley-school-district-proposes-six-school-closures-under-new-resilient-schools-proposal,Denver7 (KMGH),Boulder Valley School District proposes six school closures under new plan,2026-08-26,2026-09-04T02:24:47Z,a6fb8a5aa9545f656f035c68841b3a66,text: denver7_2026-08_bvsd_proposes_six_school_closures.txt
mesapto_com_home_2026-09-03.html,https://www.mesapto.com/,Mesa PTO (mesapto.com),Home,,2026-09-04T02:40:33Z,3f0bd066943ca96bbc335e6012110333,Mesa Elementary PTO site; text: mesapto_com_home_2026-09-03.txt
mountain_ear_2026_bvsd_proposes_consolidations_and_closures.html,"https://www.themtnear.com/stories/bvsd-proposes-consolidations-and-closures,106723",The Mountain-Ear,BVSD proposes consolidations and closures - The Mountain-Ear,2026-08-29,2026-09-04T02:24:48Z,6337b8f887b5e3f772f06f3b210daeb6,text: mountain_ear_2026_bvsd_proposes_consolidations_and_closures.txt
savedouglass_com_home_2026-09-03.html,https://savedouglass.com/,savedouglass.com (advocacy),Support Douglass Elementary in Boulder Colorado - A great school and community.,,2026-09-04T02:24:49Z,14cb5fa524f4b612264308acdfe0dc60,advocacy site; $494M budget claim; text: savedouglass_com_home_2026-09-03.txt
savedouglass_com_https_savedouglass_com_es_2026-09-03.html,https://savedouglass.com/es/,savedouglass.com (advocacy),"Apoya la Escuela Primaria Douglass en Boulder, Colorado",,2026-09-04T02:45:47Z,43cf850b619a7df6b945ef6c699a848c,advocacy site subpage; text: savedouglass_com_https_savedouglass_com_es_2026-09-03.txt
